Natural Gas,mmBtu per scf,kg CO2 per mmBtu,g CH4 per mmBtu,g N20 per mmBtu,kg CO2 per scf,g CH4 per scf,g N2O per scf,Total GHGs (kg CO2eq. per scf),Total GHGs (kg CO2eq. per boe)
Natural Gas,0.001026,53.06,1.0,0.10, 0.05444 ,0.00103,0.0001,NaN,NaN
