Fossil-Fuel-Derived Fuels (Solid),mmBtu per ton,kg CO2 per mmBtu,g CH4 per mmBtu,g N20 per mmBtu,kg CO2 per ton,g CH4 per ton,g N2O per ton,Total GHGs (kg CO2eq. per ton),Total GHGs (kg CO2eq. per kg petcoke)
Petroleum Coke,40,165.87,71,6.9,5623,887,631, NaN , NaN 
