Mode of Transportation,Bunker Fuel,Residual Oil,Diesel,Natural Gas,LPG,DME,FTD,Biodiesel,Renewable Diesel,Renewable Gasoline,Hydrogen
Ocean Tanker Forward Journey,None,None,None,None,None,None,None,None,None,None,None
Ocean Tanker Backhaul,None,None,None,None,None,None,None,None,None,None,None
Ocean Tanker Emissions,None,None,None,None,None,None,None,None,None,None,None
Barge Forward Journey,None,None,None,None,None,None,None,None,None,None,None
Barge Backhaul,None,None,None,None,None,None,None,None,None,None,None
Barge Emissions,None,None,None,None,None,None,None,None,None,None,None
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
